taxon,common.name,class,order,family,genus,species,primarymethod,N,mean.mass.g,log10.mass,alternative.mass.reference,mean.hra.m2,log10.hra,hra.reference,realm,thermoregulation,locomotion,trophic.guild,dimension,preymass,log10.preymass,PPMR,prey.size.reference
mammals,wood lemming,mammalia,rodentia,cricetidae,myopus,schisticolor,telemetry*,NA,30,1.477121255,NA,982.13,2.992168977,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,bushy-tailed woodrat,mammalia,rodentia,cricetidae,neotoma,cinerea,telemetry*,NA,395.48,2.597124525,NA,47616.78,4.677760024,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,dusky-footed woodrat,mammalia,rodentia,cricetidae,neotoma,fuscipes,telemetry*,NA,308.3,2.488973525,NA,2537,3.404320467,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,desert woodrat,mammalia,rodentia,cricetidae,neotoma,lepida,telemetry*,NA,132.29,2.121527016,NA,533,2.726727209,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Southern plains woodrat,mammalia,rodentia,cricetidae,neotoma,micropus,telemetry*,NA,255.15,2.406795573,NA,580.55,2.763839629,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,muskrat,mammalia,rodentia,cricetidae,ondatra,zibethica,telemetry*,NA,1360.79,3.133791109,NA,5995.01,3.777789912,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,cotton mouse,mammalia,rodentia,cricetidae,peromyscus,gossypinus,telemetry*,NA,27.54,1.439963936,NA,5011.87,3.699999798,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,salt marsh harvest mouse,mammalia,rodentia,cricetidae,reithrodontomys,raviventris,telemetry*,NA,11.05,1.043362278,NA,2132.9,3.328970494,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,southern bog lemming,mammalia,rodentia,cricetidae,synaptomys,cooperi,telemetry*,NA,38.27,1.582858462,NA,4549.99,3.658010442,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,dwarf fat-tailed jerboa,mammalia,rodentia,dipodidae,pygeretmus,pumilio,telemetry*,NA,52.5,1.720159303,NA,3127.81,3.495240364,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Cuvier's spiny rat,mammalia,rodentia,echimyidae,proechimys,cuvieri,telemetry*,NA,350,2.544068044,NA,5788.15,3.762539777,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Tome's spiny rat,mammalia,rodentia,echimyidae,proechimys,semispinosus,telemetry*,NA,428,2.631443769,NA,1038.51,3.016410683,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Brazilian porcupine,mammalia,rodentia,erethizontidae,coendou,prehensilis,telemetry*,NA,4250.01,3.628389952,NA,186668.05,5.271069991,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,North American porcupine,mammalia,rodentia,erethizontidae,erethizon,dorsatum,telemetry*,NA,8618.27,3.935420096,NA,361501.41,5.558109996,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Botta's pocket gopher,mammalia,rodentia,geomyidae,thomomys,bottae,telemetry*,NA,160.18,2.204608289,NA,71.14,1.852113861,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,spectacled dormouse,mammalia,rodentia,gliridae,graphiurus,ocularis,telemetry*,NA,68.8,1.837588438,NA,109299.96,5.038620003,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,hazel dormouse,mammalia,rodentia,gliridae,muscardinus,avellanarius,telemetry*,NA,31,1.491361694,NA,4369.99,3.640480443,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,giant kangaroo rat,mammalia,rodentia,heteromyidae,dipodomys,ingens,telemetry*,NA,153.56,2.186278103,NA,431.7,2.635182049,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Merriam's kangaroo rat,mammalia,rodentia,heteromyidae,dipodomys,merriami,telemetry*,NA,41.82,1.621384028,NA,7374.8,3.867750247,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Ord's kangaroo rat,mammalia,rodentia,heteromyidae,dipodomys,ordii,telemetry*,NA,56.7,1.753583059,NA,17699.87,4.247970077,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,banner-tailed kangaroo rat,mammalia,rodentia,heteromyidae,dipodomys,spectabilis,telemetry*,NA,144.58,2.16010822,NA,3008.5,3.478350016,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Stephen's kangaroo rat,mammalia,rodentia,heteromyidae,dipodomys,stephensi,telemetry*,NA,76.2,1.881954971,NA,1480.44,3.170390811,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,cape porcupine,mammalia,rodentia,hystricidae,hystrix,africaeaustralis,telemetry*,NA,17000.04,4.230449943,NA,1689779.36,6.227830001,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Indian crested porcupine,mammalia,rodentia,hystricidae,hystrix,indica,telemetry*,NA,14999.96,4.176090101,NA,1411984.73,6.14983,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,African brush-tailed porcupine,mammalia,rodentia,hystridicae,atherurus,africanus,telemetry*,NA,2749.98,3.439329535,NA,151178.49,5.179490003,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,yellow-necked mouse,mammalia,rodentia,muridae,apodemus,flavicollis,telemetry*,NA,31.6,1.499687083,NA,7574.95,3.879379771,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,wood mouse,mammalia,rodentia,muridae,apodemus,sylvaticus,telemetry*,NA,21.2,1.326335861,NA,13052.09,4.11568006,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Indian desert jird,mammalia,rodentia,muridae,meriones,hurrianae,telemetry*,NA,88.3,1.945960704,NA,132.7,2.122870923,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,broad-toothed mouse,mammalia,rodentia,muridae,pseudomys,fuscus,telemetry*,NA,122,2.086359831,NA,630,2.799340549,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Malagasy giant rat,mammalia,rodentia,nesomyidae,hypogeomys,antimena,telemetry*,NA,1185,3.07371835,NA,35000.16,4.54407003,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,White-bellied nesomys,mammalia,rodentia,nesomyidae,nesomys,audeberti,telemetry*,NA,215.6,2.333648757,NA,9499.92,3.977719948,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,island mouse,mammalia,rodentia,nesomyidae,nesomys,rufus,telemetry*,NA,165.45,2.218666771,NA,5000,3.698970004,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,coruro,mammalia,rodentia,octodontidae,spalacopus,cyanus,telemetry*,NA,100.86,2.003718964,NA,40.3,1.605305046,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Siberian chipmunk,mammalia,rodentia,sciuridae,eutamias,sibiricus,telemetry*,NA,95.8,1.981365509,NA,1932.81,3.286189164,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Northern parl squirrel,mammalia,rodentia,sciuridae,funambulus,pennanti,telemetry*,NA,102.5,2.010723865,NA,1799.99,3.255270092,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Northern flying squirrel,mammalia,rodentia,sciuridae,glaucomys,sabrinus,telemetry*,NA,148.84,2.172719661,NA,79000.53,4.897630005,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Southern flying squirrel,mammalia,rodentia,sciuridae,glaucomys,volans,telemetry*,NA,64.5,1.809559715,NA,29195.77,4.465319934,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,yellow-bellied marmot,mammalia,rodentia,sciuridae,marmota,flaviventris,telemetry*,NA,3401.97,3.53173048,NA,56963.94,4.75560002,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,groundhog,mammalia,rodentia,sciuridae,marmota,monax,telemetry*,NA,3401.97,3.53173048,NA,165390.29,5.218510009,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,red bush squirrel,mammalia,rodentia,sciuridae,paraxerus,palliatus,telemetry*,NA,375,2.574031268,NA,27499.83,4.439330009,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Abert's squirrel,mammalia,rodentia,sciuridae,sciurus,aberti,telemetry*,NA,793.8,2.899711095,NA,130888.05,5.116899998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,eastern gray squirrel,mammalia,rodentia,sciuridae,sciurus,carolinensis,telemetry*,NA,532.98,2.726710912,NA,4900.04,3.690199625,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Japanese squirrel,mammalia,rodentia,sciuridae,sciurus,lis,telemetry*,NA,264.3,2.422097163,NA,170820.5,5.232539989,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,fox squirrel,mammalia,rodentia,sciuridae,sciurus,niger,telemetry*,NA,952.99,2.979088343,NA,128265.54,5.108109994,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,red squirrel,mammalia,rodentia,sciuridae,sciurus,vulgaris,telemetry,NA,327.5,2.515211304,NA,74908.31,4.874529999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,California ground squirrel,mammalia,rodentia,sciuridae,spermophilus,beecheyi,telemetry*,NA,725.75,2.860787045,NA,518.84,2.715033451,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Columbian ground squirrel,mammalia,rodentia,sciuridae,spermophilus,columbianus,telemetry*,NA,578.34,2.762183231,NA,535.5,2.728759475,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Franklin's ground squirrel,mammalia,rodentia,sciuridae,spermophilus,franklinii,telemetry*,NA,637.87,2.804732177,NA,168437.97,5.226439999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,arctic ground squirrel,mammalia,rodentia,sciuridae,spermophilus,parryii,telemetry*,NA,794.49,2.900088435,NA,30109.25,4.478699938,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,spotted ground squirrel,mammalia,rodentia,sciuridae,spermophilus,spilosoma,telemetry*,NA,106,2.025305865,NA,15041.81,4.177300099,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,thirteen-lined ground squirrel,mammalia,rodentia,sciuridae,spermophilus,tridecemlineatus,telemetry*,NA,198.45,2.297651103,NA,15599.83,4.193119866,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,rock squirrel,mammalia,rodentia,sciuridae,spermophilus,variegatus,telemetry*,NA,748.43,2.874151187,NA,42505,4.628440021,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,yellow-pine chipmunk,mammalia,rodentia,sciuridae,tamias,amoenus,telemetry*,NA,26.93,1.430236353,NA,8163.19,3.911859905,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,least chipmunk,mammalia,rodentia,sciuridae,tamias,minimus,telemetry*,NA,42.52,1.628593256,NA,14902.19,4.173250096,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Colorado chipmunk,mammalia,rodentia,sciuridae,tamias,quadrivittatus,telemetry*,NA,42.52,1.628593256,NA,53250.05,4.72632002,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Uinta chipmunk,mammalia,rodentia,sciuridae,tamias,umbrinus,telemetry*,NA,42.52,1.628593256,NA,32460.11,4.511349987,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,American red squirrel,mammalia,rodentia,sciuridae,tamiasciurus,hudsonicus,telemetry*,NA,223.96,2.350170459,NA,4753.35,3.676999794,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,striped ground squirrel,mammalia,rodentia,sciuridae,xerus,erythropus,telemetry*,NA,502,2.700703717,NA,123999.52,5.093420004,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,greater white-footed shrew,mammalia,soricomorpha,soricidae,crocidura,russula,telemetry*,NA,10,1,NA,234.42,2.369994662,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,arctic shrew,mammalia,soricomorpha,soricidae,sorex,arcticus,telemetry*,NA,8.13,0.910090546,NA,4786.3,3.679999916,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,cinereus shrew,mammalia,soricomorpha,soricidae,sorex,cinereus,telemetry*,NA,4.17,0.620136055,NA,5011.87,3.699999798,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,crowned shrew,mammalia,soricomorpha,soricidae,sorex,coronatus,telemetry*,NA,9.33,0.969881644,NA,371.54,2.570005577,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,slender shrew,mammalia,soricomorpha,soricidae,sorex,gracillimus,telemetry*,NA,4.37,0.640481437,NA,275.42,2.439995474,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,long-clawed shrew,mammalia,soricomorpha,soricidae,sorex,unguiculatus,telemetry*,NA,14.13,1.150142162,NA,77.62,1.889973638,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,star-nosed mole,mammalia,soricomorpha,talpidae,condylura,cristata,telemetry*,NA,47.86,1.679972694,NA,3630.78,3.559999934,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,eastern mole,mammalia,soricomorpha,talpidae,scalopus,aquaticus,telemetry*,NA,103.5,2.01494035,NA,7428.65,3.870909897,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,European mole,mammalia,soricomorpha,talpidae,talpa,europaea,telemetry*,NA,96.5,1.984527313,NA,3004.35,3.477750526,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,Roman mole,mammalia,soricomorpha,talpidae,talpa,romana,telemetry*,NA,81.42,1.910731098,NA,2828.59,3.451570002,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
