prop_id,name,location,zip
X221,Space Time Playground,Lafayette Ave. bet. Bolton Ave. and Underhill Ave.,10473
X222,Gouverneur Playground,3 Av bet. E 170 St and St Paul's Pl,10456
X224,MacLaughlin Playground,Greystone Av bet. W 236 St and W 240 St,10471
X228,I-Am-Park,Jackson Av bet. E 147 St and E 145 St,10455
X232,Burns Playground,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,10469
X233,Fountain Of Youth Playground,Union Av bet. E 150 St and  e 152 St,10455
X235,Grove Hill Playground,E 158 st bet. Eagle Av and Caildwell Av,10455
X236,Mapes Pool,E 180 St bet. Prospect Av and Mapes Av,10460
X238,Saw Mill Playground,E. 139 St. bet. Brook Ave. and Willis Ave.,10454
X239,Castle Hill Little League Field,Zerega Av bet. Commerce Av and Gleason Av,10462
X242,Youth Village,Home St bet. Boston Rd and Jackson Av,10456
X243,Estella Diggs Park,3 Av to Fulton Av bet. E 167 St and E 168 St ,10456
X244,Grand Playground,W. 181 St. bet. Grand Ave. and Davidson ,10453
X246,Brook Park,Brook Ave. bet. E. 141 St. and E. 140 St.,10454
X247,Fox Playground,E 156 St bet. Fox St and Southern Blvd,10455
X250,Kingsbridge Heights Community Center,Kingsbridge Ter bet. Perot St and Summilt P,10463
X251,Co-op City Field,Co-op City Blvd. and the Hutch. River bet. Carver Loop and Bellamy Loop,10475
X252,Bathgate Playground,Washington to Bathgate Av bet. W 181 St and E 183 St,10457
X253,Ambrosini Field,City Island Ave bet. Centre St. and Winter St.,10464
X255,Bill Rainey Park,Beck St bet. Interval Av and Longwood Av,10459
X256,Pelham Bay Little League,Westchester Ave. bet. Tan Pl. and Waters Ave.,10461
X257,Mount Hope Playground,E. 177 St. at Walton Ave.,10453
X258,Cleopatra Playground,Anthony Av bet. Prospect Pl and Ittner Pl,10457
X259,Raoul Wallenberg Forest,"Palisade Av, Douglas Av bet. W 235 St and  ",10471
X260,Julio Carballo Fields,Manida St bet. Spofford Av and Lafayette Av,10474
X261,West Bronx Recreation Center,Jesup Av bet. W 172 St and Cross Bronx Exwy,10452
X262,Harding Park,Bolton Ave. bet. O'Brien Ave. and G St.,10473
X263,Quarry Ballfields,"E. 181 St., Oak Tree Pl. bet. Quarry Rd. and Hughes Ave.",10457
X264,Field Of Dreams Park,E 167 St bet. Southern Blvd and Simpson St,10459
X265,Galileo Playground,Macombs Rd bet. W 176 St and W 175 St,10453
X266,Vidalia Park,E. 180 St. bet. Daly Ave. and Vyse Ave.,10460
X267,Eae J Mitchell Park,E 174 St bet. Bryant Av and Longfellow Av,10460
X268,Givans Creek Woods,New England Thruway bet. Co-op City Blvd. and Rombouts Ave,10475
X269,Cpl Fischer Park,W. 170 St. bet. Nelson Ave. and Shakespeare Ave.,10452
X271,Grant Park,E 170 St bet. Sheridan Av and Morris Av,10456
X272,Ranaqua Playground,E. 136 St. bet. Brown Pl. and Willis Ave.,10454
X273,Rock Garden Park,Longfellow Av bet. E 173 St and E 174 St,10460
X274,Mount Hope Garden,Creston Ave. bet. E. Burnside Ave. and E,10453
X278,Boston Garden,"Boston Rd., Bronxwood Ave., Allerton Ave.",10467
X279,City Island Wetlands,"Bay St, Tier St, Echester Bay",10464
X280,Washington Park,E 183 St bet. Washington Av and Park Av,10458
X281,Stop & Go Playground,W 175 St bet. Washington Av and Bathgate Av,10457
X282,Seabury Playground,Southern Blvd bet. E 174 St and E 173 St,10460
X283,Beanstalk Playground,Billingsley Ter bet. Phelan Pl and Sedwick Av,10453
X284,Printers Park,Hoe Av bet. Aldus St and Westchester Av,10459
X286,Rev Lena Irons Unity Park,E 168 St bet. Washington Av and 3 Av,10456
X287,Ogden Plimpton Playground,"Ogden Av, Plimpton Av, W 170 St",10452
X288,West Farms Rapids,Bronx River bet. E 180 St and E Tremont Av,10460
X289,Mapes Ballfield,"Mapes Ave., Prospect Ave. bet. E. 180 St. and E. 181 St.",10460
X290,Longfellow Playground,"Longfellow Ave., Lowell St., E. 165 St.",10459
X291,Walton Park,E. 181 St. bet. Walton Ave. and Jerome A,10453
X292,Morris Garden,E. 181 St. bet. Morris Ave. and Creston ,10453
X294,Palmer Inlet,"bet. Outlook Ave and Library Ave., Griswold Ave. and Lucerne St.",10465
X295,Half-Nelson Playground,Nelson Av bet. Featherbed La and W 174 St,10453
X299,Little Claremont Playground,Claremont Pkwy bet. Park Av and Washington Av,10457
X300,Davidson Playground,W. 180 St. bet. Davidson Ave. and Grand ,10453
X302,Thorpe Family Playground,E 183 St bet. Park Av and Webster Av,10458
X304,Tiffany Street Pier,Tiffany St. at Viele Ave.,10455
X305,Concrete Plant Park,Bronx River bet. Westchster Av and Bruckner Blvd,"10459, 10472"
X307,Barretto Point Park,Viele Ave. bet. Tiffany St. and Barretto St.,10474
X308,North Brother Island,East River,10474
X309,South Brother Island,East River,10021
X310,Locust Point Marina,Longstreet Ave. bet. Harding Ave. and Giegerich Pl.,10465
X311,West Farms Soldiers Cemetery,E. 180 St. bet. Vyse Ave. and Boston Rd.,10460
X312,Ferris Family Burial Plot,Commerce Ave. bet. Butler Pl. and Westchester Ave.,10461
X334,Mohegan Triangle,"Mohegan Ave., Crotona Pkwy., E. 179 St.",10460
X335,Risse Street Park,"Jerome Ave., Mosholu Pkwy, Grand Concour",10468
X336,Hunts Point Riverside Park,Lafayette Av bet. Edgewater Rd and the Bronx River,10474
X344,Mill Pond Park,Major Deegan Exwy bet. E. 150 St and E. 153 St ,10451
X348,River Avenue Parks,E 157 St bet. River Av and Gerard Av,10451
X350,A. Badillo Community Rose Garden and Park,Melrose Ave. bet. E. 162 St. and E. 163 St. ,10451
X353,Yolanda García Park,Melrose Ave. bet. E. 160 St. and E. 159 St.,10451
X354,P.S. 29 Ballfield,E 157 St bet. Melrose Ave and Cortlandt Ave,10451
X360,5 Borough Shops,Walnut Ave. bet. E. 138 St. and E. 137 St.,10454
XZ01,Fufidio Triangle,Tiffany Bet. Longwood And Spofford,NA
XZ208,GREENSTREET,Goulden Ave. And 197th St.,NA
XZ287,Deegan Rock,138th Street Bet. Exterior And Park And Grand Concourse,NA
XZ29,Captain Oliver Triangle,Saint Anns And 161st Street,NA
XZ45,GREENSTREET,East 215th St. And Hicks St.,NA
